id,v0,v1,v2
\string74,0,0,0
\string191,0.2627051579242399,0,0
\string58,-1.549501361969418,2.606315508386297,0
\string141,-0.08244223360945881,0.6083836134329321,1.423902615007
\string114,-2.241874520674025,0.8490872918993749,0.2506758949073409
\string81,-0.7954697260274846,2.499595522933668,1.738563239201761
\string51,1.20398092865467,2.712169753044309,0.3808794482607419
\string130,-1.81409076154278,2.255576071023403,1.463894906307063
\string31,-0.4895754655760904,-0.6322472645367572,-0.806498146303972
\string91,-1.801068558145511,-0.2832459007635029,0.3512375386548588
\string43,0.9882409696533977,1.037709256507656,-1.740831492378524
\string159,-0.4253932464935734,2.893699769240597,1.813923987198629
\string139,1.317629249212618,2.619017265661749,-1.038543558925211
\string32,-0.92170630342107,-0.7810509379760897,0.6155898980007209
\string166,1.500762311312124,0.406294342324712,-0.7050641051280511
\string10,-0.6386932077229576,0.6855919780253332,2.221575932997986
\string195,-1.292186277126294,-0.3679579058021099,1.394194249293912
\string5,-1.612446452696452,1.404223707247972,-2.259040995021867
\string39,0.4943070057172128,3.468577134848535,-1.27249763996041
\string164,0.468711771679433,3.530402017323452,-1.426613076894932
\string198,-0.6614144974272204,0.1329007690341627,-2.370621489859405
\string59,-1.724671124008383,-0.1992158101847722,1.731272819339601
\string136,1.831056549482437,2.955818124274551,0.5072742146093542
\string1,-1.193893574371493,-0.8943240801181198,1.410692586212652
\string21,0.4898457305398998,2.878796754454337,-2.350844615625415
\string15,-1.742242153205046,-0.9961263634114665,-0.9900714861625358
\string40,-0.249995091527459,4.196245707782334,-0.8032025984336122
\string22,0.5433315475334736,3.736496959623153,1.481427116054587
\string70,-0.2271177333229474,-0.7491427000410275,-2.157087793805687
\string63,0.2797090113517689,-1.052170965921623,-1.611166076926949
\string156,1.121272236630195,1.812227584342382,2.588044001540719
\string96,-1.057554416499585,2.45411116601049,-2.856349250530273
\string162,1.20766186133083,2.79785378073645,-2.27045657309399
\string110,-1.823919270508497,-1.282884356485826,-0.9602771592366977
\string116,0.8433180442688099,0.1100751068873986,-2.599061782077209
\string86,0.8232575321660326,2.661435518847683,2.653565905484137
\string95,2.083621061440498,-0.2396702645784211,0.7554054782687748
\string173,1.859186945011759,3.696516278421166,0.07295414220711822
\string7,-2.124511008500851,4.187796628492907,-0.06507206114866924
\string180,-1.813245707712265,3.488202513111534,2.175591007286394
\string184,2.0636214541183,3.36078814155886,0.771002958269303
\string12,-0.04088233396277365,0.2001199648185061,-3.058137608815338
\string108,0.361115863691385,3.904306094130158,-2.201094104378213
\string45,1.73665794613582,3.23681566014075,-2.057875739783846
\string64,2.161000585164441,1.270029027290891,-2.30418787010901
\string179,2.697210079919094,2.79951666207514,0.7015135376787066
\string194,-0.2221844460961472,1.229694520042955,3.558038007004601
\string145,-1.188876543071414,-0.665737059507793,-2.844079417479843
\string20,-3.458249572176255,-0.5224104363942792,-0.3262441301986655
\string177,-2.648672776347482,-1.29276062837376,-1.086428314046721
\string24,0.01442301335052188,1.862072517012787,-3.593797979585323
\string76,1.17118751086238,2.245571813685182,3.164189160588004
\string142,2.910761273368366,1.22243164620724,1.529977019373175
\string92,-1.596382816819089,-0.3770684499722117,-3.158699936081345
\string143,-3.931003898666549,2.888534439090351,0.6843004770255454
\string42,-2.145827681703033,-0.0545693393193926,-3.18494234604698
\string33,2.933779473877951,1.874008068008581,-1.738336204446987
\string53,0.9329165895961437,4.062884747495279,2.524024596834689
\string111,-1.281920015050181,1.691986705582798,-3.827903873289507
\string17,-3.597710100052798,-0.9043792635306622,-0.5462977060850814
\string109,-1.170548010666318,-2.437664479352204,-0.6547810632796868
\string196,1.970600821432273,4.546444825493894,0.5798213960438604
\string37,-3.443777073691517,3.562010702128679,1.714663880950854
\string90,0.4973979233315326,5.337470737860153,-0.4317122054703316
\string112,-0.3613594828137162,3.15346931819024,-3.66124290144937
\string68,-0.1050911988867789,2.532389122865812,3.890917779946971
\string8,3.101092519222398,2.969289426865988,1.064758886661545
\string9,-2.570847886415566,-1.499425640849118,-2.072533206604138
\string77,-1.06832694956426,-2.577926594750021,-0.8591542358129211
\string82,-2.969599097955177,4.129947475115862,2.041937572554047
\string61,3.095675800299778,-0.4015143707093441,0.9379779046183391
\string85,-1.62588356991138,4.683105385646789,2.427623851427205
\string151,0.5615687227676952,-0.3100470747428251,3.797328189800359
\string160,2.672813908748942,2.716516004726127,-2.670024645066969
\string133,-4.303314822337901,1.385306886363775,2.043122945502799
\string4,-1.108307131464712,-1.803752613433862,2.85793296140322
\string150,-3.956366933228357,4.005666242217869,-0.6619325083521908
\string113,-4.542316600971081,1.483967396830516,1.602089779533776
\string97,-0.7775903663791325,2.377167172702463,-4.280501192049845
\string47,1.69065199750695,5.090299133034574,-1.278278748768516
\string29,1.995708817225394,-0.7446993517744139,-2.99891817032669
\string16,-1.283164756503232,-0.1326783103274467,-4.153366667371984
\string52,0.5548882296480805,-0.379807789668717,4.029349338975833
\string55,-2.773097436518865,5.024174818093167,1.617612748716762
\string87,2.301134872176114,-1.37402412331309,2.187821292658227
\string121,1.574346705896328,2.250010540216323,3.976985544171468
\string104,-1.237215906106151,0.4267619422358258,4.432225292822674
\string154,-2.394677002045856,4.46097860617489,2.947237508434398
\string115,-0.2367863672396072,5.732988256175394,1.707109507572518
\string192,-4.34903908635656,3.861271200685607,-0.7484174905083563
\string175,3.921902440518974,0.8618631036294336,-1.109009124242697
\string94,3.056057240533982,-0.891241730351478,-1.849739527787609
\string102,-3.358011722991759,-0.3553862666682631,-3.264466092596692
\string163,-4.46809270619081,2.537793005132737,-2.226145375303201
\string186,4.170005677299729,1.788571437877203,0.003295891064454001
\string105,3.362484417815445,3.174373232398283,2.068512296647425
\string38,-1.950448952158623,3.915378494791926,3.83448942201491
\string134,-3.897312135360742,4.88500893206193,0.2331026667480616
\string30,4.268503933688972,0.7184197971419801,-0.1628593354899969
\string155,-3.184908916943614,5.227548718337268,1.506098797617025
\string123,2.86060618656266,3.645232571255083,-2.758859319874881
\string106,1.105410347838494,3.584792328268661,-4.097706788690197
\string54,-1.439412164526461,1.426746254881953,4.829740132221771
\string34,-0.6115601279756062,4.025350620451677,4.184622036970573
\string165,0.06960274455393616,0.8273536110822736,4.867309571023778
\string89,2.36158667344823,5.019936275872273,-1.837281189685817
\string161,-2.336257897825511,1.300563264309578,-4.572544940224899
\string187,1.71221228983146,1.703019937836608,-4.445774416890843
\string107,0.2817873869890014,6.272870988688475,0.9478810198565945
\string190,4.061774075664387,-0.5407206200520687,0.4076292056651678
\string140,-0.2256331792963635,4.25683001373999,-4.124511231955007
\string137,-0.02980527699519512,-3.503530285537682,0.7380021570317332
\string178,-0.2816655774278289,6.485746161492835,-0.1869845746932107
\string11,-3.405456547061761,5.39519156332165,-1.172792693163236
\string98,1.085372675028429,3.747630863098574,-4.258253053806532
\string138,-2.455037446147102,-3.281701251812965,-0.01813923550581834
\string135,-4.574759816275034,-1.611931691494368,-0.3579034022628452
\string65,-1.807775697106615,5.749617437712388,-2.312760763439295
\string88,1.834783160744041,5.853739486796687,-1.276270258905759
\string157,3.972426762556927,-1.008217659235449,-0.6892958492021253
\string60,3.059958953039754,-2.332207829457254,0.2928205012121561
\string18,-5.235885015994566,2.11060787494874,-2.093127205281116
\string158,3.165004473341103,-1.776493767934256,1.95831421794909
\string49,3.45780801251708,3.255141289504437,2.906109415341423
\string78,-2.2500395678202,1.12917166617317,4.996093903396453
\string193,1.305060025120925,5.834869277124651,2.392601272610677
\string62,3.005768924520763,-2.34384246190976,-1.19445623031323
\string118,1.66819716621774,6.299669678616045,0.4748611954547511
\string56,2.421273358414346,1.454544299937998,-4.468910068836784
\string67,-4.181002796742778,5.109345138453359,1.452602103052345
\string144,-4.035958061797043,-1.57121710722638,2.824447614202578
\string174,2.227512412104044,-2.772641478128343,-1.994316345940308
\string41,1.773334043689959,1.601499320590188,-5.024126122584841
\string169,3.137106277287743,-1.6111320894145,2.841674963021053
\string172,-1.742999656413492,-1.960738569479253,-4.217838007783005
\string119,2.793306404024311,3.099577948809185,-4.125182404754075
\string199,0.760114500902147,6.849210081036267,-0.1411779421491138
\string69,2.848786852581819,5.563903933109996,-1.59410805520833
\string23,-3.565967289725442,3.705969517793481,-4.052132058780135
\string170,-5.19178234175869,-1.455939542773667,-0.8271748083631747
\string36,3.748506530214323,-1.920103690431604,-1.37713710680219
\string176,-5.520687189622097,1.940599925219719,-2.552777092614961
\string3,-3.515911173188192,4.154950470784042,-3.934045272690933
\string125,2.25282976808043,0.3170912313826333,-4.84155638065188
\string127,1.196158470899253,-1.102913600046111,4.882791466295616
\string122,1.614003331149947,6.542818897009975,1.540385707531089
\string83,-4.019015113150099,2.579895483398874,4.462060265730304
\string46,3.94755857933733,-0.1884317548211233,3.276190583051491
\string131,-1.542794223008232,6.083878639861135,3.327507427624147
\string93,-3.630206607039767,-2.207395483519406,-3.382795318895745
\string100,-2.378990214498299,-3.0920456681266,3.272640699120646
\string168,2.901126898390726,4.486445345038955,3.636455538764648
\string57,-5.213738515156935,4.320656894216227,2.098277555051037
\string80,4.215474902549734,-0.9796334668369164,2.640002957692735
\string2,-0.6892213363097337,-3.115406163675732,-3.804322592118956
\string50,-4.591120362957714,3.277814875882359,-3.869389674390439
\string185,0.08413234127049063,-2.952937891767704,-3.991627557339844
\string75,-3.956998820326851,-2.852915557415225,2.474847097941624
\string101,3.000340785951763,-0.5692963346229807,-4.459476073659236
\string149,1.380060455853535,-2.346965831409303,4.349390017506659
\string19,-2.311496297971883,-3.342257540909967,-3.305005657286043
\string84,4.954432605298708,-0.7512194605772041,-1.428876440285568
\string117,-0.06547263912101321,5.77184343495861,4.279560455917374
\string6,-3.739690563225683,-1.697142808240071,4.213741422982642
\string147,-2.583230589616752,-3.435829732846361,3.14669076455841
\string99,-2.426412199275582,-4.387812208721172,0.2382474768052605
\string124,-5.505282086684717,4.96649076714071,0.724545792848496
\string13,0.4365426278880913,-3.358732116415823,-3.728553352735273
\string71,4.401405778007039,1.850741490077123,3.702048772535738
\string35,-4.583785143446868,-2.209798201412715,-2.99159817952694
\string103,-3.864868920056769,2.956239687692015,-4.997595435776474
\string181,-6.474608315419955,3.040347023044989,-0.7601625756088319
\string120,3.239555731316933,-0.8297502643828228,-4.412818165577213
\string171,1.242168226076907,-1.755930787033622,5.130356924159609
\string72,4.210663424884101,-1.830093967134662,2.536616367092314
\string28,1.055521719447808,6.101233442653402,-3.919557293626624
\string66,-3.028528279712857,-1.204982544926976,5.23059858194077
\string25,-6.237871433314537,4.130826710598413,-0.6045036546168454
\string128,2.32267613175667,7.035657720858316,1.092844921246672
\string167,-5.340131161050779,-1.349820271499564,-3.125939765482262
\string153,0.1681314533334659,-1.78394176342397,5.532091159689232
\string44,2.650104038691092,-2.156493012684957,4.317776681389871
\string27,0.8042894995648512,5.578067056046786,-4.766599974734114
\string0,-6.393810510886099,4.19332842475944,-0.01284028765046027
\string48,-4.165578661061475,0.9073602883784099,5.39671054676672
\string183,-4.836052744599601,2.704216608852081,-4.725031045809035
\string73,-3.583987491678859,-4.369451995736596,-0.2672338235384409
\string26,-3.021223512592318,-2.502766808771568,4.728745371435295
\string188,-4.779152453344931,1.619496085911692,5.119835471517013
\string14,-5.730363316407097,4.03064947541669,3.244959948643282
\string182,-6.247193671291675,0.8643580911820005,-3.336614350442897
\string132,-4.386430815082472,-0.2862445163505263,5.236267733925967
\string79,-3.449342248016789,4.672482840091501,-5.08105217106624
\string126,-1.399549985638384,-2.490655328567696,5.560671620584777
\string146,-5.297010576401774,2.716220225341105,5.117360319631175
\string152,4.006042394887052,-0.6981936174496185,5.222148312995356
\string189,-3.13527532732161,-4.836291058881923,-2.498575277166397
\string129,2.15632233670629,7.841434520038296,2.284905391514778
\string148,-4.395121165961184,-3.739464850405565,-3.742466241544643
\string197,-6.202322074201074,4.221517488289335,4.486998326715245
